"","x","y"
"590",8436.15896067416,-1363.26104719101
"591",8631.36155932203,-1569.84887627119
"592",8211.02684285714,-1151.55704857143
"593",8361.89640506329,-1288.14586329114
"594",8586.43122782258,-1524.63290645161
"595",8440.81954906542,-1377.99377757009
"596",8140.27420206897,-1069.08782068966
"597",8299.88797619048,-1219.77528388278
"598",8218.45067532468,-1151.94627792208
"599",8420.43457142857,-1345.99471428571
"600",8488.2906953125,-1415.65365364583
"601",8223.4205,-1153.527803125
"602",8209.06462666667,-1136.05948844444
"603",8493.12853743316,-1419.33087112299
"604",8355.61891891892,-1286.07172162162
"605",8403.96522222222,-1331.24330740741
"606",8309.44386697248,-1240.35460642202
"607",8616.37737341772,-1542.70449240506
"608",8278.87894736842,-1211.54470964912
"609",8623.80554166667,-1557.1863775
"610",8555.96519135803,-1487.12730493827
"611",8642.74979929577,-1561.92552746479
"612",8271.65081976744,-1198.9028755814
"613",8288.27656,-1220.096068
"614",8163.17767058824,-1091.63174117647
"615",8615.89829428571,-1539.14734971429
"616",8572.9629,-1493.714465
"617",8562.51861507937,-1483.18295
"618",8415.42872619048,-1341.35670714286
"619",8578.389205,-1500.13791
"620",8599.25572380953,-1523.43121904762
"621",8176.27375555555,-1101.09758888889
"622",8592.04703153153,-1517.93763063063
"623",8445.24216666667,-1371.12993841808
"624",8491.64663768116,-1410.41908550725
"625",8577.38598369565,-1503.84307934783
"626",8172.38551944444,-1099.32146666667
"627",8561.37326363636,-1484.27300181818
"628",8564.70551851852,-1491.57644444444
"629",8431.77252459016,-1358.46731147541
"630",8469.94053712871,-1384.61034405941
"631",8408.57397826087,-1336.26662608696
"632",8214.22663031915,-1133.31552234043
"633",8147.67369868421,-1063.86129736842
"634",8164.96779642857,-1080.3922
"635",8140.94924529915,-1059.27561581197
"636",8573.82808333333,-1496.83286111111
"637",8629.16201898734,-1547.9682
"638",8565.76277483444,-1479.14323642384
"639",8267.11746929825,-1179.33429912281
"640",8156.38525982143,-1083.03178392857
"641",8562.05654166667,-1480.24821458333
"642",8620.77536904762,-1533.98018809524
"643",8468.367575,-1385.5564025
"644",8220.40560526316,-1134.13861842105
"645",8626.43949117647,-1540.11094470588
"646",8186.82911538462,-1110.81820769231
"647",8434.89534166667,-1351.95065666667
"648",8564.60547826087,-1479.02116956522
"649",8501.31440384615,-1418.68309807692
"650",8583.02503773585,-1504.38246415094
"651",8190.021575,-1106.32824125
"652",8180.33278169934,-1090.81325947712
"653",8301.94835849056,-1223.45163396226
"654",8605.66383333333,-1521.82290705128
"655",8577.67416513762,-1492.61398990826
"656",8492.24438709677,-1403.09402129032
"657",8582.3539661017,-1499.08741186441
"658",8569.53542647059,-1476.92788529412
"659",8288.07342358079,-1205.3938
"660",8442.62903763441,-1348.32002150538
"661",8185.24438562874,-1089.35382215569
"662",8377.9114,-1285.18949647059
"663",8284.36504482759,-1188.43491413793
"664",8351.49925,-1267.833221875
"665",8180.33730774648,-1084.89672323944
"666",8172.67478852459,-1089.96503606557
"667",8572.93581451613,-1483.94569354839
"668",8215.24644,-1124.56931733333
"669",8335.11876136364,-1247.75499318182
"670",8594.53115625,-1506.188325
"671",8570.8022,-1475.37183
"672",8185.77192993197,-1098.06390340136
"673",8247.8482037037,-1155.14909777778
"674",8448.50973469388,-1350.81585510204
"675",8224.9068984375,-1131.32435
"676",8499.41592857143,-1399.58944220779
"677",8373.94581944445,-1278.91596805556
"678",8302.11202222222,-1209.64498888889
"679",8308.32747891566,-1213.69026746988
"680",8495.36121138211,-1400.93277317073
"681",8493.20108653846,-1395.48842980769
"682",8476.38742352941,-1381.73620392157
"683",8572.73532121212,-1481.72938848485
"684",8590.01238679245,-1493.12908867925
"685",8197.9698862069,-1097.04714344828
"686",8175.83168352941,-1081.47286823529
"687",8601.23225892857,-1501.92102678571
"688",8376.18474590164,-1271.28842459016
"689",8291.99756020942,-1183.15737041885
"690",8272.8319,-1175.04059142857
"691",8398.21724,-1292.913544
"692",8588.82565625,-1493.100834375
"693",8197.91890909091,-1105.16155909091
"694",8210.66454113924,-1105.19692721519
"695",8586.24046710526,-1483.92155
"696",8479.95592924528,-1377.45831132075
"697",8296.8298941048,-1197.90718100437
"698",8205.62641,-1099.64484
"699",8502.8347,-1391.78057866667
"700",8302.75073170732,-1193.63946341463
"701",8384.1633,-1272.66524333333
"702",8307.1537,-1205.12198
"703",8277.52151204819,-1169.81913493976
"704",8483.68563374486,-1374.36137777778
"705",8287.46960714286,-1181.85582142857
"706",8590.17808888889,-1483.29907555556
"707",8608.63791935484,-1505.37612741935
"708",8251.66631818182,-1141.02972272727
"709",8284.68355172414,-1170.44693448276
"710",8592.34942063492,-1485.06705555556
"711",8681.62047777778,-1567.58581777778
"712",8281.76849038462,-1174.61657307692
